Topics,congress,date,track,sponsor,party,state,topic
2227,115th,2017-04-28,Passed House,"Hurd, Will ",R,TX,Infrastructure
2228,115th,2017-04-28,Became Law,"Brooks, Susan W. ",R,IN,Health Care
2229,115th,2017-04-28,Became Law,"Cummings, Elijah E. ",D,MD,Regulations
2230,115th,2017-04-28,Introduced,"Cohen, Steve ",D,TN,Diplomacy
2231,115th,2017-04-28,Introduced,"Bene, Suzan K. ",D,WA,Diplomacy
2232,115th,2017-04-28,Introduced,"Lehtinen, Ileana ",R,Le,Diplomacy
2233,115th,2017-04-28,Introduced,"Brooks, Mo ",R,AL,Labor / Immigration
2234,115th,2017-04-28,Introduced,"Titus, Dina ",D,NV,Education
2235,115th,2017-04-28,Introduced,"Chu, Judy ",D,CA,Infrastructure
2236,115th,2017-04-28,Introduced,"Davis, Danny K. ",D,IL,Education
2237,115th,2017-04-28,Introduced,"Davis, Rodney ",R,IL,Labor / Immigration
2238,115th,2017-04-28,Introduced,"Demings, Val Butler ",D,FL,Tax Code
2239,115th,2017-04-28,Introduced,"Fudge, Marcia L. ",D,OH,Health Care
2240,115th,2017-04-28,Introduced,"Gottheimer, Josh ",D,NJ,Border
2241,115th,2017-04-28,Introduced,"Holding, George ",R,NC,Tax Code
2242,115th,2017-04-28,Introduced,"Huffman, Jared ",D,CA,Natural Resources
2243,115th,2017-04-28,Introduced,"Johnson, Sam ",R,TX,Labor / Immigration
2244,115th,2017-04-28,Introduced,"Lance, Leonard ",R,NJ,Health Care
2245,115th,2017-04-28,Introduced,"Lofgren, Zoe ",D,CA,Education
2246,115th,2017-04-28,Introduced,"Luetkemeyer, Blaine ",R,MO,Small Business
2247,115th,2017-04-28,Introduced,"Grisham, Michelle ",D,NM,Tax Code
2248,115th,2017-04-28,Introduced,"Pallone, Frank",D,NJ,Natural Resources
2249,115th,2017-04-28,Introduced,"Reed, Tom ",R,NY,Regulations
2250,115th,2017-04-28,Introduced,"Reed, Tom ",R,NY,Regulations
2251,115th,2017-04-28,Introduced,"Allard, Lucille ",D,Al,Health Care
2252,115th,2017-04-28,Introduced,"Sanford, Mark ",R,SC,Natural Resources
2253,115th,2017-04-28,Introduced,"Serrano, Jose E. ",D,NY,Tax Code
2254,115th,2017-04-28,Became Law,"Thompson, Mike ",D,CA,Natural Resources
2255,115th,2017-04-28,Passed House,"Trott, David A. ",R,MI,Small Business
2256,115th,2017-04-28,Introduced,"Upton, Fred ",R,MI,Diplomacy
2257,115th,2017-04-28,Introduced,"Wenstrup, Brad R. ",R,OH,Tax Code
2258,115th,2017-05-01,Passed House,"Aguilar, Pete ",D,CA,Military
2259,115th,2017-05-01,Became Law,"Poe, Ted ",R,TX,Regulations
2260,115th,2017-05-01,Introduced,"Carbajal, Salud O. ",D,CA,Education
2261,115th,2017-05-01,Introduced,"Schultz, Debbie ",D,FL,Infrastructure
2262,115th,2017-05-01,Introduced,"Beatty, Joyce ",D,OH,Civil Law
2263,115th,2017-05-01,Introduced,"Bilirakis, Gus M. ",R,FL,Health Care
2264,115th,2017-05-01,Introduced,"Cicilline, David N. ",D,RI,Education
2265,115th,2017-05-01,Introduced,"Collins, Chris ",R,NY,Tax Code
2266,115th,2017-05-01,Became Law,"Conyers, John",D,MI,Budget
2267,115th,2017-05-01,Introduced,"Crowley, Joseph ",D,NY,Health Care
2268,115th,2017-05-01,Introduced,"Davis, Susan A. ",D,CA,Education
2269,115th,2017-05-01,Introduced,"Davis, Rodney ",R,IL,Chemical Substances
2270,115th,2017-05-01,Introduced,"Langevin, James R. ",D,RI,Education
2271,115th,2017-05-01,Introduced,"Maloney, Carolyn B. ",D,NY,Labor / Immigration
2272,115th,2017-05-01,Introduced,"Pallone, Frank",D,NJ,Natural Resources
2273,115th,2017-05-01,Introduced,"Perry, Scott ",R,PA,Chemical Substances
2274,115th,2017-05-01,Passed House,"Peters, Scott H. ",D,CA,Regulations
2275,115th,2017-05-01,Introduced,"Polis, Jared ",D,CO,Labor / Immigration
2276,115th,2017-05-01,Introduced,"Rice, Tom ",R,SC,Health Care
2277,115th,2017-05-01,Introduced,"Slaughter, Louise McIntosh ",D,NY,Small Business
2278,115th,2017-05-01,Passed House,"Tipton, Scott  R. ",R,CO,Natural Resources
2279,115th,2017-05-01,Introduced,"Tsongas, Niki ",D,MA,Diplomacy
2280,115th,2017-05-01,Introduced,"Perlmutter, Ed ",D,CO,Border
2281,115th,2017-05-02,Passed House,"Vela, Filemon ",D,TX,Border
2282,115th,2017-05-02,Introduced,"Cicilline, David N. ",D,RI,Civil Law
2283,115th,2017-05-02,Passed House,"Thompson, Bennie G. ",D,MS,Infrastructure
2284,115th,2017-05-02,Introduced,"Labrador, Raul R. ",R,ID,Regulations
2285,115th,2017-05-02,Introduced,"Roe, David P. ",R,TN,Health Care
2286,115th,2017-05-02,Introduced,"Green, Gene ",D,TX,Infrastructure
2287,115th,2017-05-02,Introduced,"Tipton, Scott  R. ",R,CO,Natural Resources
2288,115th,2017-05-02,Became Law,"Bost, Mike ",R,IL,Regulations
2289,115th,2017-05-02,Introduced,"Cohen, Steve ",D,TN,Tax Code
2290,115th,2017-05-02,Introduced,"Lauro, Rosa L. ",D,CT,Health Care
2291,115th,2017-05-02,Introduced,"Duffy, Sean P. ",R,WI,Health Care
2292,115th,2017-05-02,Became Law,"Faso, John J. ",R,NY,Regulations
2293,115th,2017-05-02,Introduced,"Holding, George ",R,NC,Small Business
2294,115th,2017-05-02,Introduced,"King, Peter T. ",R,NY,Tax Code
2295,115th,2017-05-02,Introduced,"Levin, Sander M. ",D,MI,Small Business
2296,115th,2017-05-02,Introduced,"Kinley, David B. ",R,WV,Infrastructure
2297,115th,2017-05-02,Introduced,"Meehan, Patrick ",R,PA,Tax Code
2298,115th,2017-05-02,Introduced,"Sensenbrenner, F. James",R,WI,Military
2299,115th,2017-05-02,Introduced,"Tenney, Claudia ",R,NY,Small Business
2300,115th,2017-05-02,Introduced,"Waters, Maxine ",D,CA,Education
2301,115th,2017-05-02,Introduced,"Waters, Maxine ",D,CA,Education
2302,115th,2017-05-02,Became Law,"Coleman, Bonnie ",D,NJ,Natural Resources
2303,115th,2017-05-03,Introduced,"Cardenas, Tony ",D,CA,Education
2304,115th,2017-05-03,Introduced,"Cardenas, Tony ",D,CA,Education
2305,115th,2017-05-03,Introduced,"Cardenas, Tony ",D,CA,Education
2306,115th,2017-05-03,Introduced,"Fazio, Peter A. ",D,OR,Small Business
2307,115th,2017-05-03,Introduced,"Schultz, Debbie ",D,FL,Health Care
2308,115th,2017-05-03,Introduced,"Ryan, Tim ",D,OH,Education
2309,115th,2017-05-03,Introduced,"Thompson, Bennie G. ",D,MS,Labor / Immigration
2310,115th,2017-05-03,Introduced,"Kelly, Mike ",R,PA,Tax Code
2311,115th,2017-05-03,Introduced,"Rourke, Beto ",D,TX,Regulations
2312,115th,2017-05-03,Introduced,"Rourke, Beto ",D,TX,Health Care
2313,115th,2017-05-03,Introduced,"Nerney, Jerry ",D,CA,Tax Code
2314,115th,2017-05-03,Introduced,"Gallego, Ruben ",D,AZ,Border
2315,115th,2017-05-03,Passed House,"Lynch, Stephen F. ",D,MA,Diplomacy
2316,115th,2017-05-03,Passed House,"Thompson, Glenn ",R,PA,Natural Resources
2317,115th,2017-05-03,Introduced,"Courtney, Joe ",D,CT,Diplomacy
2318,115th,2017-05-03,Introduced,"Porter, Carol ",D,Po,Tax Code
2319,115th,2017-05-03,Introduced,"Rothfus, Keith J. ",R,PA,Small Business
2320,115th,2017-05-03,Introduced,"Larsen, Rick ",D,WA,Natural Resources
2321,115th,2017-05-03,Introduced,"Newhouse, Dan ",R,WA,Small Business
2322,115th,2017-05-03,Introduced,"Walberg, Tim ",R,MI,Military
2323,115th,2017-05-03,Introduced,"Chu, Judy ",D,CA,Natural Resources
2324,115th,2017-05-03,Introduced,"Cicilline, David N. ",D,RI,Regulations
2325,115th,2017-05-03,Introduced,"Conyers, John",D,MI,Regulations
2326,115th,2017-05-03,Introduced,"Delaney, John K. ",D,MD,Infrastructure
2327,115th,2017-05-03,Introduced,"Santis, Ron ",R,FL,Health Care
2328,115th,2017-05-03,Introduced,"Fudge, Marcia L. ",D,OH,Tax Code
2329,115th,2017-05-03,Introduced,"Higgins, Brian ",D,NY,Infrastructure
2330,115th,2017-05-03,Introduced,"Huffman, Jared ",D,CA,Natural Resources
2331,115th,2017-05-03,Became Law,"Kelly, Robin L. ",D,IL,Regulations
2332,115th,2017-05-03,Introduced,"Kind, Ron ",D,WI,Labor / Immigration
2333,115th,2017-05-03,Became Law,"Knight, Stephen ",R,CA,Small Business
2334,115th,2017-05-03,Introduced,"Lance, Leonard ",R,NJ,Budget
2335,115th,2017-05-03,Introduced,"Lance, Leonard ",R,NJ,Regulations
2336,115th,2017-05-03,Introduced,"Loebsack, David ",D,IA,Health Care
2337,115th,2017-05-03,Introduced,"Loebsack, David ",D,IA,Health Care
2338,115th,2017-05-03,Introduced,"Grisham, Michelle ",D,NM,Tax Code
2339,115th,2017-05-03,Introduced,"Marchant, Kenny ",R,TX,Tax Code
2340,115th,2017-05-03,Introduced,"Rodgers, Cathy ",R,WA,Education
2341,115th,2017-05-03,Introduced,"Roskam, Peter J. ",R,IL,Tax Code
2342,115th,2017-05-03,Introduced,"Schneider, Bradley Scott ",D,IL,Labor / Immigration
2343,115th,2017-05-03,Introduced,"Serrano, Jose E. ",D,NY,Tax Code
2344,115th,2017-05-03,Introduced,"Speier, Jackie ",D,CA,Budget
2345,115th,2017-05-03,Became Law,"Stewart, Chris ",R,UT,Health Care
2346,115th,2017-05-03,Introduced,"Thompson, Mike ",D,CA,Border
2347,115th,2017-05-03,Introduced,"Torres, Norma J. ",D,CA,Infrastructure
2348,115th,2017-05-03,Introduced,"Torres, Norma J. ",D,CA,Tax Code
2349,115th,2017-05-03,Introduced,"Turner, Michael R. ",R,OH,Infrastructure
2350,115th,2017-05-04,Introduced,"Bacon, Don ",R,NE,Regulations
2351,115th,2017-05-04,Introduced,"Waters, Maxine ",D,CA,Health Care
2352,115th,2017-05-04,Introduced,"Pittenger, Robert ",R,NC,Natural Resources
2353,115th,2017-05-04,Became Law,"Thompson, Glenn ",R,PA,Education
2354,115th,2017-05-04,Introduced,"Byrne, Bradley ",R,AL,Natural Resources
2355,115th,2017-05-04,Introduced,"Latta, Robert E. ",R,OH,Infrastructure
2356,115th,2017-05-04,Introduced,"Nerney, Jerry ",D,CA,Civil Law
2357,115th,2017-05-04,Introduced,"Fazio, Peter A. ",D,OR,Small Business
2358,115th,2017-05-04,Introduced,"Royce, Edward R. ",R,CA,Diplomacy
2359,115th,2017-05-04,Introduced,"Loudermilk, Barry ",R,GA,Civil Law
2360,115th,2017-05-04,Introduced,"Beatty, Joyce ",D,OH,Health Care
2361,115th,2017-05-04,Introduced,"Blackburn, Marsha ",R,TN,Infrastructure
2362,115th,2017-05-04,Introduced,"Bonamici, Suzanne ",D,OR,Small Business
2363,115th,2017-05-04,Introduced,"Carson, Andre ",D,IN,Tax Code
2364,115th,2017-05-04,Passed House,"Chu, Judy ",D,CA,Small Business
2365,115th,2017-05-04,Introduced,"Cook, Paul ",R,CA,Natural Resources
2366,115th,2017-05-04,Introduced,"Delaney, John K. ",D,MD,Tax Code
2367,115th,2017-05-04,Introduced,"Saulnier, Mark ",D,CA,Military
2368,115th,2017-05-04,Introduced,"Fitzpatrick, Brian K. ",R,PA,Chemical Substances
2369,115th,2017-05-04,Introduced,"Frankel, Lois ",D,FL,Chemical Substances
2370,115th,2017-05-04,Passed House,"Gaetz, Matt ",R,FL,Natural Resources
2371,115th,2017-05-04,Passed House,"Gosar, Paul A. ",R,AZ,Budget
2372,115th,2017-05-04,Passed House,"Johnson, Sam ",R,TX,Tax Code
2373,115th,2017-05-04,Introduced,"Kelly, Mike ",R,PA,Health Care
2374,115th,2017-05-04,Introduced,"Kihuen, Ruben J. ",D,NV,Natural Resources
2375,115th,2017-05-04,Introduced,"Knight, Stephen ",R,CA,Infrastructure
2376,115th,2017-05-04,Introduced,"Lance, Leonard ",R,NJ,Chemical Substances
2377,115th,2017-05-04,Introduced,"Lipinski, Daniel ",D,IL,Education
2378,115th,2017-05-04,Introduced,"Lujan, Ben Ray ",D,NM,Tax Code
2379,115th,2017-05-04,Introduced,"Maloney, Carolyn B. ",D,NY,Chemical Substances
2380,115th,2017-05-04,Introduced,"Maloney, Carolyn B. ",D,NY,Civil Law
2381,115th,2017-05-04,Introduced,"Moolenaar, John R. ",R,MI,Infrastructure
2382,115th,2017-05-04,Introduced,"Noem, Kristi L. ",R,SD,Elections
2383,115th,2017-05-04,Introduced,"Noem, Kristi L. ",R,SD,Tax Code
2384,115th,2017-05-04,Introduced,"Nolan, Richard M. ",D,MN,Labor / Immigration
2385,115th,2017-05-04,Introduced,"Paulsen, Erik ",R,MN,Chemical Substances
2386,115th,2017-05-04,Introduced,"Paulsen, Erik ",R,MN,Tax Code
2387,115th,2017-05-04,Introduced,"Polis, Jared ",D,CO,Education
2388,115th,2017-05-04,Introduced,"Quigley, Mike ",D,IL,Border
2389,115th,2017-05-04,Passed House,"Reed, Tom ",R,NY,Natural Resources
2390,115th,2017-05-04,Introduced,"Lehtinen, Ileana ",R,Le,Diplomacy
2391,115th,2017-05-04,Introduced,"Sanford, Mark ",R,SC,Tax Code
2392,115th,2017-05-04,Introduced,"Schakowsky, Janice D. ",D,IL,Health Care
2393,115th,2017-05-04,Introduced,"Schneider, Bradley Scott ",D,IL,Education
2394,115th,2017-05-04,Introduced,"Stivers, Steve ",R,OH,Tax Code
2395,115th,2017-05-04,Introduced,"Torres, Norma J. ",D,CA,Small Business
2396,115th,2017-05-04,Passed House,"Trott, David A. ",R,MI,Small Business
2397,115th,2017-05-04,Introduced,"Yoho, Ted S. ",R,FL,Diplomacy
2398,115th,2017-05-04,Introduced,"Lowenthal, Alan S. ",D,CA,Border
2399,115th,2017-05-08,Introduced,"Davis, Rodney ",R,IL,Tax Code
2400,115th,2017-05-08,Introduced,"Issa, Darrell E. ",R,CA,Labor / Immigration
2401,115th,2017-05-08,Introduced,"Grisham, Michelle ",D,NM,Education
2402,115th,2017-05-08,Introduced,"Lujan, Ben Ray ",D,NM,Natural Resources
2403,115th,2017-05-08,Introduced,"Moore, Gwen ",D,WI,Small Business
2404,115th,2017-05-08,Introduced,"Plaskett, Stacey E. ",D,VI,Chemical Substances
2405,115th,2017-05-11,Introduced,"Smith, Christopher H. ",R,NJ,Budget
2406,115th,2017-05-11,Introduced,"Goodlatte, Bob ",R,VA,Border
2407,115th,2017-05-11,Introduced,"Goodlatte, Bob ",R,VA,Border
2408,115th,2017-05-11,Passed House,"Chabot, Steve ",R,OH,Diplomacy
2409,115th,2017-05-11,Passed House,"Costello, Ryan A. ",R,PA,Regulations
2410,115th,2017-05-11,Passed House,"Davis, Danny K. ",D,IL,Health Care
2411,115th,2017-05-11,Introduced,"Issa, Darrell E. ",R,CA,Labor / Immigration
2412,115th,2017-05-11,Introduced,"Kaptur, Marcy ",D,OH,Tax Code
2413,115th,2017-05-11,Introduced,"Langevin, James R. ",D,RI,Natural Resources
2414,115th,2017-05-11,Introduced,"Lieu, Ted ",D,CA,Budget
2415,115th,2017-05-11,Introduced,"Mast, Brian J. ",R,FL,Natural Resources
2416,115th,2017-05-11,Introduced,"Meng, Grace ",D,NY,Chemical Substances
2417,115th,2017-05-11,Introduced,"Nadler, Jerrold ",D,NY,Civil Law
2418,115th,2017-05-11,Introduced,"Norton, Eleanor Holmes ",D,DC,Labor / Immigration
2419,115th,2017-05-11,Introduced,"Rouzer, David ",R,NC,Regulations
2420,115th,2017-05-11,Introduced,"Rouzer, David ",R,NC,Tax Code
2421,115th,2017-05-11,Introduced,"Titus, Dina ",D,NV,Military
2422,115th,2017-05-15,Became Law,"Kelly, Robin L. ",D,IL,Health Care
2423,115th,2017-05-16,Introduced,"Stewart, Chris ",R,UT,Natural Resources
2424,115th,2017-05-16,Introduced,"Stewart, Chris ",R,UT,Natural Resources
2425,115th,2017-05-16,Introduced,"Huffman, Jared ",D,CA,Natural Resources
2426,115th,2017-05-16,Introduced,"Lynch, Stephen F. ",D,MA,Small Business
2427,115th,2017-05-16,Passed House,"Demings, Val Butler ",D,FL,Border
2428,115th,2017-05-16,Introduced,"Takano, Mark ",D,CA,Civil Law
2429,115th,2017-05-16,Introduced,"Arthur, Thomas ",R,NJ,Small Business
2430,115th,2017-05-16,Became Law,"Walden, Greg ",R,OR,Chemical Substances
2431,115th,2017-05-16,Introduced,"Labrador, Raul R. ",R,ID,Border
2432,115th,2017-05-16,Introduced,"Chabot, Steve ",R,OH,Education
2433,115th,2017-05-16,Passed House,"Rice, Kathleen M. ",D,NY,Border
2434,115th,2017-05-16,Introduced,"Mitchell, Paul ",R,MI,Education
2435,115th,2017-05-16,Introduced,"Scott, Robert C. ",D,VA,Civil Law
2436,115th,2017-05-16,Introduced,"Pingree, Chellie ",D,ME,Elections
2437,115th,2017-05-16,Introduced,"Poe, Ted ",R,TX,Civil Law
2438,115th,2017-05-16,Introduced,"Rothfus, Keith J. ",R,PA,Chemical Substances
2439,115th,2017-05-16,Introduced,"Schakowsky, Janice D. ",D,IL,Chemical Substances
2440,115th,2017-05-16,Introduced,"Raskin, Jamie ",D,MD,Small Business
2441,115th,2017-05-16,Introduced,"Hartzler, Vicky ",R,MO,Civil Law
2442,115th,2017-05-16,Passed House,"Lee, Sheila ",D,TX,Border
2443,115th,2017-05-16,Passed House,"Barletta, Lou ",R,PA,Border
2444,115th,2017-05-16,Introduced,"Lee, Sheila ",D,TX,Regulations
2445,115th,2017-05-16,Introduced,"Blackburn, Marsha ",R,TN,Health Care
2446,115th,2017-05-16,Introduced,"Brown, Anthony G. ",D,MD,Civil Law
2447,115th,2017-05-16,Introduced,"Cardenas, Tony ",D,CA,Infrastructure
2448,115th,2017-05-16,Introduced,"Cicilline, David N. ",D,RI,Infrastructure
2449,115th,2017-05-16,Introduced,"Cicilline, David N. ",D,RI,Chemical Substances
2450,115th,2017-05-16,Introduced,"Collins, Doug ",R,GA,Tax Code
2451,115th,2017-05-16,Introduced,"Davis, Susan A. ",D,CA,Education
2452,115th,2017-05-16,Introduced,"Esty, Elizabeth H. ",D,CT,Health Care
2453,115th,2017-05-16,Passed House,"Gallagher, Mike ",R,WI,Border
2454,115th,2017-05-16,Became Law,"Hurd, Will ",R,TX,Border
2455,115th,2017-05-16,Introduced,"Jayapal, Pramila ",D,WA,Civil Law
2456,115th,2017-05-16,Introduced,"Jayapal, Pramila ",D,WA,Civil Law
2457,115th,2017-05-16,Passed House,"Johnson, Mike ",R,LA,Regulations
2458,115th,2017-05-16,Introduced,"Jones, Walter B.",R,NC,Civil Law
2459,115th,2017-05-16,Introduced,"King, Peter T. ",R,NY,Border
2460,115th,2017-05-16,Introduced,"Kinzinger, Adam ",R,IL,Chemical Substances
2461,115th,2017-05-16,Introduced,"Lance, Leonard ",R,NJ,Labor / Immigration
2462,115th,2017-05-16,Introduced,"Langevin, James R. ",D,RI,Budget
2463,115th,2017-05-16,Introduced,"Lieu, Ted ",D,CA,Chemical Substances
2464,115th,2017-05-16,Became Law,"Lynch, Stephen F. ",D,MA,Natural Resources
2465,115th,2017-05-16,Introduced,"Rodgers, Cathy ",R,WA,Diplomacy
2466,115th,2017-05-16,Introduced,"Meng, Grace ",D,NY,Border
2467,115th,2017-05-16,Introduced,"Norton, Eleanor Holmes ",D,DC,Civil Law
2468,115th,2017-05-16,Passed House,"Perry, Scott ",R,PA,Border
2469,115th,2017-05-16,Introduced,"Posey, Bill ",R,FL,Natural Resources
2470,115th,2017-05-16,Passed House,"Rogers, Mike D. ",R,AL,Border
2471,115th,2017-05-16,Passed House,"Rutherford, John H. ",R,FL,Border
2472,115th,2017-05-16,Introduced,"Sensenbrenner, F. James",R,WI,Education
2473,115th,2017-05-16,Passed House,"Wagner, Ann ",R,MO,Civil Law
2474,115th,2017-05-16,Introduced,"Walters, Mimi ",R,CA,Chemical Substances
2475,115th,2017-05-17,Introduced,"Scott, Robert C. ",D,VA,Education
2476,115th,2017-05-17,Introduced,"Black, Diane ",R,TN,Tax Code
2477,115th,2017-05-17,Introduced,"Courtney, Joe ",D,CT,Tax Code
2478,115th,2017-05-17,Introduced,"Collins, Doug ",R,GA,Health Care
2479,115th,2017-05-17,Introduced,"Pallone, Frank",D,NJ,Infrastructure
2480,115th,2017-05-17,Passed House,"Hartzler, Vicky ",R,MO,Civil Law
2481,115th,2017-05-17,Introduced,"Lieu, Ted ",D,CA,Regulations
2482,115th,2017-05-17,Introduced,"Stefanik, Elise M. ",R,NY,Tax Code
2483,115th,2017-05-17,Introduced,"Hudson, Richard ",R,NC,Regulations
2484,115th,2017-05-17,Passed House,"Noem, Kristi L. ",R,SD,Diplomacy
2485,115th,2017-05-17,Introduced,"Maloney, Sean Patrick ",D,NY,Infrastructure
2486,115th,2017-05-17,Introduced,"Scott, Robert C. ",D,VA,Civil Law
2487,115th,2017-05-17,Introduced,"Wilson, Joe ",R,SC,Military
2488,115th,2017-05-17,Introduced,"Velazquez, Nydia M. ",D,NY,Small Business
2489,115th,2017-05-17,Introduced,"Velazquez, Nydia M. ",D,NY,Small Business
2490,115th,2017-05-17,Introduced,"Bera, Ami ",D,CA,Tax Code
2491,115th,2017-05-17,Introduced,"Cicilline, David N. ",D,RI,Border
2492,115th,2017-05-17,Introduced,"Davis, Rodney ",R,IL,Civil Law
2493,115th,2017-05-17,Introduced,"Deutch, Theodore E. ",D,FL,Regulations
2494,115th,2017-05-17,Introduced,"Espaillat, Adriano ",D,NY,Small Business
2495,115th,2017-05-17,Introduced,"Frankel, Lois ",D,FL,Civil Law
2496,115th,2017-05-17,Introduced,"Franks, Trent ",R,AZ,Diplomacy
2497,115th,2017-05-17,Introduced,"Franks, Trent ",R,AZ,Diplomacy
2498,115th,2017-05-17,Introduced,"Gottheimer, Josh ",D,NJ,Civil Law
2499,115th,2017-05-17,Introduced,"Grijalva, Raul M. ",D,AZ,Elections
2500,115th,2017-05-17,Introduced,"Huffman, Jared ",D,CA,Regulations
2501,115th,2017-05-17,Introduced,"Jenkins, Evan H. ",R,WV,Health Care
2502,115th,2017-05-17,Introduced,"Meng, Grace ",D,NY,Tax Code
2503,115th,2017-05-17,Introduced,"Paulsen, Erik ",R,MN,Chemical Substances
2504,115th,2017-05-17,Passed House,"Pingree, Chellie ",D,ME,Natural Resources
2505,115th,2017-05-17,Introduced,"Reed, Tom ",R,NY,Tax Code
2506,115th,2017-05-17,Introduced,"Ryan, Tim ",D,OH,Military
2507,115th,2017-05-17,Introduced,"Sarbanes, John P. ",D,MD,Infrastructure
2508,115th,2017-05-17,Introduced,"Serrano, Jose E. ",D,NY,Civil Law
2509,115th,2017-05-17,Introduced,"Tonko, Paul ",D,NY,Health Care
2510,115th,2017-05-18,Introduced,"Fazio, Peter A. ",D,OR,Infrastructure
2511,115th,2017-05-18,Introduced,"Thornberry, Mac ",R,TX,Military
2512,115th,2017-05-18,Introduced,"Davis, Danny K. ",D,IL,Education
2513,115th,2017-05-18,Introduced,"Hartzler, Vicky ",R,MO,Civil Law
2514,115th,2017-05-18,Introduced,"Fazio, Peter A. ",D,OR,Budget
2515,115th,2017-05-18,Introduced,"Rooney, Francis ",R,FL,Regulations
2516,115th,2017-05-18,Introduced,"Young, David ",R,IA,Tax Code
2517,115th,2017-05-18,Introduced,"Taylor, Scott ",R,VA,Regulations
2518,115th,2017-05-18,Introduced,"Hunter, Duncan D. ",R,CA,Infrastructure
2519,115th,2017-05-18,Became Law,"Walz, Timothy J. ",D,MN,Diplomacy
2520,115th,2017-05-18,Introduced,"Blackburn, Marsha ",R,TN,Regulations
2521,115th,2017-05-18,Passed House,"Wilson, Joe ",R,SC,Diplomacy
2522,115th,2017-05-18,Introduced,"Banks, Jim ",R,IN,Infrastructure
2523,115th,2017-05-18,Introduced,"Bonamici, Suzanne ",D,OR,Labor / Immigration
2524,115th,2017-05-18,Introduced,"Brownley, Julia ",D,CA,Natural Resources
2525,115th,2017-05-18,Introduced,"Cartwright, Matt ",D,PA,Education
2526,115th,2017-05-18,Introduced,"Chu, Judy ",D,CA,Education
2527,115th,2017-05-18,Introduced,"Cohen, Steve ",D,TN,Tax Code
2528,115th,2017-05-18,Introduced,"Gette, Diana ",D,CO,Chemical Substances
2529,115th,2017-05-18,Introduced,"Emmer, Tom ",R,MN,Budget
2530,115th,2017-05-18,Introduced,"Colon, Jenniffer ",R,Co,Tax Code
2531,115th,2017-05-18,Introduced,"Colon, Jenniffer ",R,Co,Chemical Substances
2532,115th,2017-05-18,Introduced,"Granger, Kay ",R,TX,Health Care
2533,115th,2017-05-18,Introduced,"Katko, John ",R,NY,Tax Code
